,target
2499,8739
2500,10227
2501,8739
2502,7400
2503,8650
2504,8650
2505,9900
2506,8697
2507,8697
2508,8697
2509,8697
2510,8650
2511,7400
2512,8650
2513,9900
2514,8739
2515,10227
2516,10227
2517,8739
2518,10227
2519,8739
2520,13097
2521,13097
2522,13097
2523,13097
2524,8739
2525,10227
2526,8739
2527,10227
2528,8739
2529,10227
2530,8155
2531,8155
2532,9405
2533,9405
2534,8155
2535,9405
2536,8697
2537,8697
2538,8697
2539,8697
2540,10227
2541,8739
2542,8739
2543,10227
2544,8739
2545,10227
2546,7400
2547,8650
2548,8650
2549,9900
2550,8697
2551,8697
2552,8697
2553,8650
2554,8650
2555,7400
2556,9900
2557,10227
2558,8739
2559,8739
2560,10227
2561,8739
2562,10227
2563,8697
2564,9877
2565,8697
2566,9877
2567,11716
2568,8739
2569,10227
2570,10227
2571,11716
2572,10227
2573,11915
2574,10665
2575,8697
2576,8697
2577,8697
2578,8697
2579,10227
2580,10227
2581,8739
2582,10227
2583,8739
2584,8739
2585,8650
2586,10400
2587,9150
2588,7400
2589,19845
2590,32545
2591,19845
2592,32545
2593,8697
2594,8697
2595,8697
2596,8697
2597,10227
2598,8739
2599,10227
2600,8739
2601,10227
2602,8739
2603,9900
2604,8650
2605,8650
2606,7400
2607,19845
2608,32545
2609,13097
2610,11742
2611,13097
2612,12425
2613,13675
2614,8739
2615,10227
2616,8739
2617,10227
2618,10227
2619,8739
2620,8697
2621,8697
2622,8697
2623,7400
2624,8650
2625,8650
2626,9900
2627,10227
2628,8739
2629,10227
2630,8739
2631,8739
2632,10227
2633,13097
2634,13097
2635,11742
2636,12425
2637,13675
2638,8739
2639,10227
2640,8739
2641,10227
2642,8739
2643,10227
2644,19845
2645,19845
2646,32545
2647,9877
2648,9877
2649,11742
2650,10160
2651,11410
2652,10227
2653,11716
2654,10227
2655,11716
2656,10227
2657,8739
2658,13097
2659,14267
2660,11742
2661,12425
2662,13675
2663,11716
2664,10227
2665,10227
2666,8739
2667,10227
2668,8739
2669,9877
2670,9877
2671,11742
2672,10160
2673,11410
2674,10227
2675,10227
2676,10227
2677,11716
2678,11716
2679,8739
2680,8697
2681,8697
2682,8697
2683,8697
2684,7400
2685,8650
2686,9150
2687,10400
2688,10227
2689,10227
2690,8739
2691,8739
2692,10227
2693,8739
2694,8697
2695,8697
2696,9877
2697,8697
2698,8395
2699,9645
2700,8650
2701,9900
2702,10227
2703,10227
2704,8739
2705,10227
2706,8739
2707,8739
2708,8697
2709,8697
2710,8697
2711,8739
2712,10227
2713,10227
2714,10227
2715,8739
2716,8739
2717,7400
2718,8650
2719,8650
2720,9900
2721,8697
2722,8697
2723,8697
2724,8697
2725,7400
2726,8650
2727,8650
2728,9900
2729,10227
2730,8739
2731,8739
2732,8739
2733,10227
2734,10227
2735,9877
2736,9877
2737,8697
2738,8697
2739,11915
2740,10665
2741,8739
2742,10227
2743,10227
2744,11716
2745,10227
2746,11716
2747,8697
2748,8697
2749,8697
2750,8697
2751,10227
2752,8739
2753,10227
2754,8739
2755,8739
2756,10227
2757,7900
2758,9150
2759,10400
2760,9150
2761,8697
2762,8697
2763,8697
2764,7400
2765,8650
2766,8650
2767,9900
2768,10227
2769,10227
2770,8739
2771,10227
2772,8739
2773,8739
2774,13097
2775,13097
2776,13097
2777,10227
2778,8739
2779,10227
2780,8739
2781,8739
2782,10227
2783,9405
2784,8155
2785,8155
2786,8155
2787,9405
2788,9405
2789,13097
2790,10721
2791,13097
2792,12425
2793,13675
2794,8739
2795,10227
2796,10227
2797,10227
2798,8739
2799,8739
2800,8697
2801,8697
2802,8697
2803,7400
2804,8650
2805,9150
2806,10400
2807,10227
2808,8739
2809,8739
2810,8739
2811,10227
2812,10227
2813,8697
2814,8697
2815,8697
2816,8650
2817,9900
2818,7400
2819,8650
2820,8739
2821,10227
2822,8739
2823,10227
2824,8739
2825,10227
2826,8697
2827,8697
2828,8697
2829,8697
2830,10227
2831,8739
2832,8739
2833,10227
2834,8739
2835,10227
2836,7400
2837,8650
2838,8650
2839,9900
2840,9900
2841,7400
2842,8650
2843,8650
2844,8697
2845,8697
2846,8697
2847,8697
2848,13097
2849,8697
2850,13097
2851,13097
2852,7400
2853,8650
2854,8650
2855,9900
2856,10227
2857,8739
2858,10227
2859,10227
2860,8739
2861,8739
2862,10227
2863,8739
2864,10227
2865,8739
2866,10227
2867,8739
2868,9405
2869,8155
2870,9405
2871,8155
2872,9405
2873,8155
2874,8697
2875,8697
2876,8697
2877,8697
2878,8739
2879,8739
2880,10227
2881,10227
2882,8739
2883,10227
2884,8650
2885,7400
2886,9900
2887,8650
2888,19845
2889,32545
2890,8697
2891,8697
2892,8697
2893,8697
2894,7400
2895,8650
2896,9150
2897,10400
2898,8739
2899,10227
2900,10227
2901,8739
2902,10227
2903,8739
2904,8697
2905,8697
2906,8697
2907,8697
2908,10227
2909,8739
2910,10227
2911,8739
2912,10227
2913,8739
2914,10400
2915,9150
2916,8650
2917,7400
2918,13097
2919,13097
2920,13097
2921,13097
2922,9900
2923,7400
2924,8650
2925,8650
2926,10227
2927,10227
2928,8739
2929,10227
2930,8739
2931,8739
2932,8697
2933,8697
2934,8697
2935,8697
2936,9150
2937,9150
2938,7900
2939,10400
2940,8739
2941,10227
2942,10227
2943,8739
2944,10227
2945,8739
2946,8697
2947,8697
2948,8697
2949,8697
2950,9900
2951,7400
2952,8650
2953,8650
2954,10227
2955,8739
2956,10227
2957,10227
2958,8739
2959,8739
2960,8697
2961,8697
2962,8697
2963,8697
2964,7900
2965,9150
2966,9150
2967,10400
2968,8739
2969,10227
2970,8739
2971,8739
2972,10227
2973,10227
2974,9877
2975,9877
2976,9877
2977,9877
2978,10665
2979,11915
2980,10227
2981,11716
2982,10227
2983,10227
2984,8739
2985,11716
2986,13097
2987,13097
2988,13097
2989,13097
2990,7400
2991,8650
2992,8650
2993,9900
2994,10227
2995,8739
2996,10227
2997,8739
2998,10227
2999,8739
3000,8697
3001,8697
3002,8697
3003,8697
3004,8650
3005,8650
3006,9900
3007,7400
3008,8739
3009,10227
3010,8739
3011,10227
3012,8739
3013,10227
3014,32545
3015,9877
3016,9877
3017,11742
3018,11410
3019,10160
3020,11716
3021,10227
3022,11716
3023,10227
3024,8739
3025,10227
3026,13097
3027,13097
3028,8697
3029,8739
3030,10227
3031,8739
3032,10227
3033,10227
3034,8739
3035,8650
3036,8650
3037,9900
3038,7400
3039,13097
3040,10721
3041,13097
3042,12425
3043,13675
3044,10227
3045,8739
3046,11716
3047,8739
3048,10227
3049,10227
3050,8697
3051,9877
3052,8697
3053,8697
3054,9900
3055,9645
3056,8395
3057,8650
3058,10227
3059,8739
3060,8739
3061,8739
3062,10227
3063,10227
3064,8697
3065,8697
3066,8697
3067,8697
3068,8697
3069,8697
3070,8697
3071,8697
3072,10227
3073,8739
3074,8739
3075,8739
3076,10227
3077,10227
3078,7400
3079,8650
3080,8650
3081,9900
3082,10227
3083,10227
3084,8739
3085,8739
3086,10227
3087,8739
3088,7400
3089,8650
3090,8650
3091,9900
3092,8697
3093,8697
3094,8697
3095,8650
3096,9900
3097,8650
3098,7400
3099,8739
3100,10227
3101,8739
3102,10227
3103,8739
3104,10227
3105,9877
3106,9877
3107,9877
3108,9877
3109,10665
3110,11915
3111,11716
3112,10227
3113,11716
3114,10227
3115,8739
3116,10227
3117,8697
3118,8697
3119,8697
3120,8697
3121,8650
3122,8650
3123,9900
3124,7400
3125,10227
3126,8739
3127,10227
3128,8739
3129,10227
3130,8739
3131,8697
3132,8697
3133,8697
3134,8697
3135,8739
3136,10227
3137,8739
3138,8739
3139,10227
3140,10227
3141,7400
3142,8650
3143,8650
3144,9900
3145,8697
3146,8697
3147,8697
3148,7400
3149,8650
3150,9150
3151,10400
3152,10227
3153,10227
3154,8739
3155,10227
3156,8739
3157,8739
3158,13097
3159,13097
3160,13097
3161,13097
3162,13097
3163,13097
3164,13097
3165,13097
3166,9405
3167,9405
3168,8155
3169,8155
3170,8155
3171,9405
3172,8739
3173,10227
3174,8739
3175,10227
3176,8739
3177,10227
3178,9405
3179,8155
3180,9405
3181,8155
3182,8155
3183,9405
3184,8739
3185,10227
3186,8739
3187,10227
3188,8739
3189,10227
3190,8697
3191,8697
3192,8697
3193,8697
3194,8739
3195,10227
3196,8739
3197,10227
3198,10227
3199,8739
3200,9900
3201,7400
3202,8650
3203,8650
3204,8697
3205,8697
3206,8697
3207,8697
3208,8650
3209,8650
3210,9900
3211,7400
3212,8739
3213,8739
3214,10227
3215,10227
3216,8739
3217,10227
3218,8697
3219,8697
3220,8697
3221,8697
3222,7400
3223,8650
3224,8650
3225,9900
3226,8739
3227,10227
3228,8739
3229,10227
3230,8739
3231,10227
3232,8697
3233,8697
3234,8697
3235,8697
3236,7400
3237,8650
3238,10400
3239,9150
3240,10227
3241,10227
3242,8739
3243,10227
3244,8739
3245,8739
3246,13097
3247,13097
3248,13097
3249,8739
3250,10227
3251,8739
3252,10227
3253,8739
3254,10227
3255,8155
3256,9405
3257,8155
3258,9405
3259,8155
3260,9405
3261,14267
3262,10721
3263,13097
3264,13675
3265,12425
3266,10227
3267,8739
3268,10227
3269,8739
3270,10227
3271,8739
3272,13097
3273,13097
3274,13097
3275,13097
3276,10227
3277,8739
3278,10227
3279,8739
3280,10227
3281,8739
3282,8697
3283,8697
3284,8697
3285,8697
3286,11742
3287,9877
3288,9877
3289,8739
3290,10227
3291,8739
3292,10227
3293,8739
3294,10227
3295,8155
3296,9405
3297,8155
3298,8155
3299,9405
3300,9405
3301,10227
3302,11716
3303,8739
3304,10227
3305,8739
3306,10227
3307,7400
3308,8650
3309,8650
3310,9900
3311,11410
3312,10160
3313,8697
3314,8697
3315,8697
3316,8697
3317,7400
3318,8650
3319,8650
3320,9900
3321,8739
3322,10227
3323,10227
3324,8739
3325,8739
3326,10227
3327,8697
3328,8697
3329,8697
3330,7400
3331,8650
3332,8650
3333,9900
3334,8739
3335,10227
3336,8739
3337,10227
3338,8739
3339,10227
3340,13097
3341,13097
3342,13097
3343,13097
3344,8739
3345,10227
3346,10227
3347,10227
3348,8739
3349,8739
3350,8697
3351,8697
3352,8697
3353,8697
3354,9405
3355,9405
3356,9405
3357,8155
3358,8155
3359,8155
3360,8739
3361,10227
3362,8739
3363,10227
3364,8739
3365,10227
3366,7400
3367,8650
3368,9900
3369,8650
3370,17666
3371,19155
3372,8697
3373,8697
3374,8697
3375,8697
3376,9900
3377,8650
3378,8650
3379,7400
3380,10227
3381,8739
3382,10227
3383,8739
3384,8739
3385,10227
3386,8697
3387,9877
3388,8697
3389,8697
3390,9900
3391,8650
3392,9645
3393,8395
3394,8739
3395,10227
3396,8739
3397,10227
3398,11716
3399,10227
3400,8697
3401,8697
3402,8697
3403,8739
3404,8739
3405,10227
3406,10227
3407,8739
3408,10227
3409,9900
3410,8650
3411,8650
3412,7400
3413,8697
3414,8697
3415,8697
3416,8697
3417,8650
3418,7400
3419,9150
3420,10400
3421,10227
3422,8739
3423,10227
3424,8739
3425,10227
3426,8739
3427,8697
3428,8697
3429,8697
3430,8697
3431,9900
3432,7400
3433,8650
3434,8650
3435,10227
3436,8739
3437,8739
3438,10227
3439,10227
3440,8739
3441,13097
3442,13097
3443,13097
3444,10227
3445,10227
3446,8739
3447,10227
3448,8739
3449,8739
3450,8155
3451,9405
3452,8155
3453,9405
3454,8155
3455,9405
3456,8697
3457,8697
3458,8697
3459,8739
3460,10227
3461,8739
3462,10227
3463,8739
3464,10227
3465,9900
3466,7400
3467,8650
3468,8650
3469,15455
3470,11742
3471,14267
3472,8739
3473,10227
3474,8739
3475,10227
3476,10227
3477,8739
3478,13097
3479,13097
3480,8697
3481,13097
3482,8739
3483,8739
3484,10227
3485,8739
3486,10227
3487,10227
3488,8155
3489,9405
3490,8155
3491,9405
3492,8155
3493,9405
3494,8697
3495,8697
3496,8697
3497,8697
3498,7400
3499,8650
3500,8650
3501,9900
3502,8739
3503,10227
3504,10227
3505,8739
3506,8739
3507,10227
3508,9877
3509,9877
3510,11742
3511,10160
3512,11410
3513,8739
3514,10227
3515,10227
3516,11716
3517,10227
3518,11716
3519,9877
3520,9877
3521,9877
3522,9877
3523,10665
3524,11915
3525,8739
3526,10227
3527,10227
3528,11716
3529,10227
3530,11716
3531,8697
3532,8697
3533,8697
3534,8697
3535,10227
3536,10227
3537,8739
3538,8739
3539,10227
3540,8739
3541,9900
3542,7400
3543,8650
3544,8650
3545,8697
3546,8697
3547,8697
3548,8697
3549,8739
3550,10227
3551,8739
3552,8739
3553,10227
3554,10227
3555,9900
3556,8650
3557,8650
3558,7400
3559,9877
3560,9877
3561,9877
3562,9877
3563,9877
3564,9877
3565,9877
3566,9877
3567,11716
3568,8739
3569,10227
3570,10227
3571,11716
3572,10227
3573,10227
3574,11716
3575,10227
3576,11716
3577,8739
3578,10227
3579,8697
3580,8697
3581,8697
3582,8697
3583,8739
3584,10227
3585,8739
3586,10227
3587,8739
3588,10227
3589,10400
3590,8650
3591,9150
3592,7400
3593,8697
3594,9877
3595,8697
3596,8697
3597,9645
3598,8650
3599,8395
3600,9900
3601,8739
3602,10227
3603,10227
3604,8739
3605,8739
3606,10227
3607,8697
3608,8697
3609,8697
3610,10400
3611,9150
3612,8650
3613,7400
3614,10227
3615,8739
3616,8739
3617,8739
3618,10227
3619,10227
3620,8697
3621,8697
3622,8697
3623,9150
3624,10400
3625,8650
3626,7400
3627,8697
3628,8697
3629,8697
3630,8697
3631,8739
3632,10227
3633,8739
3634,10227
3635,10227
3636,8739
3637,8650
3638,9900
3639,7400
3640,8650
3641,8739
3642,10227
3643,8739
3644,10227
3645,8739
3646,10227
3647,14267
3648,14267
3649,10721
3650,12425
3651,13675
3652,8739
3653,10227
3654,11716
3655,10227
3656,8739
3657,10227
3658,9877
3659,13097
3660,9877
3661,11410
3662,10160
3663,10227
3664,11716
3665,10227
3666,8739
3667,8739
3668,10227
3669,8697
3670,8697
3671,8697
3672,8697
3673,8650
3674,7400
3675,8650
3676,9900
3677,8739
3678,10227
3679,8739
3680,10227
3681,8739
3682,10227
3683,9877
3684,8697
3685,8697
3686,8697
3687,8395
3688,9645
3689,8650
3690,9900
3691,8739
3692,10227
3693,8739
3694,10227
3695,11716
3696,10227
3697,11742
3698,9877
3699,9877
3700,11716
3701,10227
3702,8739
3703,10227
3704,8739
3705,10227
3706,8697
3707,8697
3708,8697
3709,8697
3710,7400
3711,8650
3712,8650
3713,9900
3714,10227
3715,8739
3716,10227
3717,8739
3718,10227
3719,8739
3720,8697
3721,8697
3722,8697
3723,8697
3724,8739
3725,10227
3726,8739
3727,10227
3728,8739
3729,10227
3730,7400
3731,8650
3732,8650
3733,9900
3734,14267
3735,13097
3736,10721
3737,13675
3738,12425
3739,8739
3740,10227
3741,8739
3742,10227
3743,10227
3744,8739
3745,13097
3746,13097
3747,13097
3748,13097
3749,10227
3750,8739
3751,10227
3752,8739
3753,10227
3754,8739
3755,9900
3756,8650
3757,8650
3758,7400
3759,32545
3760,9877
3761,9877
3762,11742
3763,10227
3764,8739
3765,8739
3766,10227
3767,10227
3768,11716
3769,8697
3770,8697
3771,8697
3772,8697
3773,8650
3774,7400
3775,9150
3776,10400
3777,8739
3778,10227
3779,8739
3780,10227
3781,8739
3782,10227
3783,8697
3784,8697
3785,9877
3786,8697
3787,8395
3788,9645
3789,8650
3790,9900
3791,8739
3792,10227
3793,10227
3794,10227
3795,8739
3796,8739
3797,8697
3798,8697
3799,8697
3800,8697
3801,10227
3802,8739
3803,10227
3804,10227
3805,8739
3806,8739
3807,7400
3808,8650
3809,8650
3810,9900
3811,9877
3812,9877
3813,11742
3814,10160
3815,11410
3816,8739
3817,10227
3818,8739
3819,10227
3820,10227
3821,11716
3822,13097
3823,13097
3824,13097
3825,8697
3826,8739
3827,10227
3828,8739
3829,8739
3830,10227
3831,10227
3832,8155
3833,9405
3834,8155
3835,9405
3836,9405
3837,8155
3838,9405
3839,8155
3840,9405
3841,8155
3842,9405
3843,8155
3844,8697
3845,8697
3846,8697
3847,8739
3848,10227
3849,8739
3850,8739
3851,10227
3852,10227
3853,9900
3854,8650
3855,8650
3856,7400
3857,8697
3858,8697
3859,8697
3860,8697
3861,8739
3862,10227
3863,8739
3864,10227
3865,8739
3866,10227
3867,9900
3868,8650
3869,7400
3870,8650
3871,14267
3872,10721
3873,14267
3874,14267
3875,14267
3876,10721
3877,12425
3878,13675
3879,13675
3880,12425
3881,8739
3882,8739
3883,10227
3884,10227
3885,11716
3886,10227
3887,8739
3888,10227
3889,10227
3890,8739
3891,11716
3892,10227
3893,32545
3894,32545
3895,32545
3896,8697
3897,8697
3898,8697
3899,8697
3900,7400
3901,8650
3902,9900
3903,8650
3904,8739
3905,10227
3906,10227
3907,8739
3908,10227
3909,8739
3910,8697
3911,8697
3912,8697
3913,8697
3914,9900
3915,8650
3916,8650
3917,7400
3918,10227
3919,8739
3920,8739
3921,10227
3922,8739
3923,10227
3924,8697
3925,8697
3926,8697
3927,8697
3928,9900
3929,8650
3930,8650
3931,7400
3932,8739
3933,8739
3934,8739
3935,10227
3936,10227
3937,10227
3938,8697
3939,8697
3940,8697
3941,8697
3942,7900
3943,9150
3944,10400
3945,9150
3946,8739
3947,10227
3948,8739
3949,10227
3950,8739
3951,10227
3952,8697
3953,8697
3954,8697
3955,8697
3956,8739
3957,10227
3958,8739
3959,10227
3960,8739
3961,10227
3962,9900
3963,8650
3964,7400
3965,8650
3966,8697
3967,8697
3968,8697
3969,8697
3970,10227
3971,10227
3972,8739
3973,10227
3974,8739
3975,8739
3976,8697
3977,8697
3978,8697
3979,8697
3980,7400
3981,8650
3982,8650
3983,9900
3984,10227
3985,8739
3986,8739
3987,8739
3988,10227
3989,10227
3990,7400
3991,8650
3992,9900
3993,8650
3994,8697
3995,8697
3996,9877
3997,8697
3998,10227
3999,8739
4000,10227
4001,10227
4002,11716
4003,8739
4004,8395
4005,8650
4006,9900
4007,9645
4008,8697
4009,9877
4010,8697
4011,8697
4012,9645
4013,8650
4014,9900
4015,8395
4016,10227
4017,8739
4018,10227
4019,8739
4020,10227
4021,8739
4022,11742
4023,15455
4024,15455
4025,8739
4026,11716
4027,10227
4028,10227
4029,10227
4030,8739
4031,8697
4032,8697
4033,8697
4034,8697
4035,8697
4036,8697
4037,8697
4038,8697
4039,10227
4040,8739
4041,10227
4042,8739
4043,8739
4044,10227
4045,9900
4046,7400
4047,8650
4048,8650
4049,7400
4050,8650
4051,8650
4052,9900
4053,8739
4054,8739
4055,10227
4056,8739
4057,10227
4058,10227
4059,14267
4060,10721
4061,14267
4062,13675
4063,12425
4064,10227
4065,8739
4066,11716
4067,10227
4068,10227
4069,8739
4070,9877
4071,8697
4072,8697
4073,9877
4074,11915
4075,10665
4076,10227
4077,10227
4078,11716
4079,10227
4080,8739
4081,11716
4082,8697
4083,9877
4084,8697
4085,8697
4086,8395
4087,9645
4088,8650
4089,9900
4090,10227
4091,8739
4092,10227
4093,8739
4094,8739
4095,10227
4096,8697
4097,8697
4098,8697
4099,8697
4100,10227
4101,8739
4102,10227
4103,10227
4104,8739
4105,8739
4106,7400
4107,8650
4108,8650
4109,9900
4110,10227
4111,8739
4112,10227
4113,8739
4114,10227
4115,8739
4116,7400
4117,9900
4118,8650
4119,8650
4120,8697
4121,8697
4122,8697
4123,8697
4124,8697
4125,8697
4126,8697
4127,8697
4128,8650
4129,9900
4130,8650
4131,7400
4132,8739
4133,10227
4134,8739
4135,10227
4136,8739
4137,10227
4138,32545
4139,9877
4140,9877
4141,13097
4142,11716
4143,11716
4144,10227
4145,10227
4146,8739
4147,10227
4148,32545
4149,8697
4150,8697
4151,8697
4152,8697
4153,9900
4154,8650
4155,8650
4156,7400
4157,8739
4158,8739
4159,10227
4160,10227
4161,10227
4162,8739
4163,9877
4164,9877
4165,11742
4166,11410
4167,10160
4168,8739
4169,10227
4170,11716
4171,10227
4172,8739
4173,10227
4174,8697
4175,8697
4176,8697
4177,8697
4178,8739
4179,10227
4180,8739
4181,8739
4182,10227
4183,10227
4184,9900
4185,8650
4186,8650
4187,7400
4188,8697
4189,8697
4190,8697
4191,8697
4192,8739
4193,10227
4194,8739
4195,10227
4196,8739
4197,10227
4198,9900
4199,8650
4200,7400
4201,8650
4202,8697
4203,8697
4204,8697
4205,8697
4206,7900
4207,9150
4208,9150
4209,10400
4210,10227
4211,8739
4212,8739
4213,10227
4214,8739
4215,10227
4216,15455
4217,10721
4218,14267
4219,11716
4220,10227
4221,10227
4222,10227
4223,11716
4224,8739
4225,32545
4226,11742
4227,14267
4228,15455
4229,10227
4230,11716
4231,10227
4232,10227
4233,8739
4234,11716
4235,8697
4236,8697
4237,8697
4238,8697
4239,8650
4240,7400
4241,8650
4242,9900
4243,10227
4244,8739
4245,8739
4246,10227
4247,10227
4248,8739
4249,8697
4250,8697
4251,8697
4252,8697
4253,10227
4254,8739
4255,8739
4256,10227
4257,8739
4258,10227
4259,10400
4260,9150
4261,9150
4262,7900
4263,10721
4264,14267
4265,15455
4266,13675
4267,12425
4268,10227
4269,8739
4270,10227
4271,11716
4272,10227
4273,8739
4274,8697
4275,8697
4276,8697
4277,8697
4278,9900
4279,8650
4280,7400
4281,8650
4282,10227
4283,8739
4284,10227
4285,8739
4286,10227
4287,8739
4288,8697
4289,8697
4290,8697
4291,8697
4292,10400
4293,7400
4294,9150
4295,8650
4296,8739
4297,10227
4298,8739
4299,10227
4300,8739
4301,10227
4302,8697
4303,8697
4304,8697
4305,8697
4306,10227
4307,8739
4308,10227
4309,8739
4310,10227
4311,8739
4312,10400
4313,9150
4314,8650
4315,7400
4316,8697
4317,9877
4318,9877
4319,8697
4320,10665
4321,11915
4322,11716
4323,10227
4324,11716
4325,10227
4326,10227
4327,8739
4328,32545
4329,8697
4330,8697
4331,8697
4332,9877
4333,8395
4334,9645
4335,8650
4336,9900
4337,8739
4338,10227
4339,8739
4340,10227
4341,8739
4342,10227
4343,13097
4344,13097
4345,13097
4346,10227
4347,8739
4348,10227
4349,8739
4350,10227
4351,8739
4352,7400
4353,8650
4354,8650
4355,9900
4356,8697
4357,8697
4358,8697
4359,8697
4360,10227
4361,8739
4362,10227
4363,8739
4364,10227
4365,8739
4366,9900
4367,7400
4368,8650
4369,8650
4370,13097
4371,13097
4372,13097
4373,13097
4374,13097
4375,13097
4376,13097
4377,13097
4378,8739
4379,10227
4380,8739
4381,10227
4382,10227
4383,8739
4384,10227
4385,8739
4386,10227
4387,8739
4388,10227
4389,8739
4390,9405
4391,8155
4392,8155
4393,9405
4394,8155
4395,9405
4396,9405
4397,8155
4398,9405
4399,8155
4400,9405
4401,8155
4402,8697
4403,8697
4404,8697
4405,8697
4406,7400
4407,8650
4408,8650
4409,9900
4410,10227
4411,8739
4412,10227
4413,8739
4414,8739
4415,10227
4416,8697
4417,8697
4418,8697
4419,8697
4420,10227
4421,8739
4422,10227
4423,8739
4424,8739
4425,10227
4426,7400
4427,8650
4428,8650
4429,9900
4430,8697
4431,8697
4432,8697
4433,8697
4434,10227
4435,8739
4436,10227
4437,10227
4438,8739
4439,8739
4440,8650
4441,7400
4442,8650
4443,9900
4444,8697
4445,8697
4446,9877
4447,8697
4448,8395
4449,9645
4450,8650
4451,9900
4452,11716
4453,8739
4454,10227
4455,8739
4456,10227
4457,10227
4458,8697
4459,8697
4460,8697
4461,9877
4462,8739
4463,10227
4464,8739
4465,10227
4466,10227
4467,8739
4468,8697
4469,8697
4470,8697
4471,8697
4472,8395
4473,9645
4474,9900
4475,8650
4476,10227
4477,8739
4478,10227
4479,8739
4480,10227
4481,8739
4482,8650
4483,9900
4484,7400
4485,8650
4486,8697
4487,8697
4488,8697
4489,8697
4490,8697
4491,8697
4492,8697
4493,8697
4494,8650
4495,9900
4496,7400
4497,8650
4498,8650
4499,7400
4500,8650
4501,9900
4502,8739
4503,10227
4504,8739
4505,10227
4506,8739
4507,10227
4508,10227
4509,8739
4510,8739
4511,10227
4512,8739
4513,10227
4514,8697
4515,8697
4516,8697
4517,8697
4518,8739
4519,8739
4520,10227
4521,8739
4522,10227
4523,10227
4524,7400
4525,8650
4526,8650
4527,9900
4528,8697
4529,8697
4530,8697
4531,8697
4532,7400
4533,8650
4534,10400
4535,9150
4536,8739
4537,10227
4538,8739
4539,10227
4540,8739
4541,10227
4542,8697
4543,8697
4544,9877
4545,8697
4546,9900
4547,8395
4548,9645
4549,8650
4550,11716
4551,10227
4552,10227
4553,8739
4554,8739
4555,10227
4556,9877
4557,8697
4558,8697
4559,9877
4560,10721
4561,14267
4562,10665
4563,11915
4564,12425
4565,13675
4566,10227
4567,11716
4568,10227
4569,10227
4570,8739
4571,11716
4572,8739
4573,10227
4574,11716
4575,10227
4576,11716
4577,10227
4578,32545
4579,8697
4580,8697
4581,8697
4582,8697
4583,10400
4584,7900
4585,9150
4586,9150
4587,8739
4588,10227
4589,8739
4590,8739
4591,10227
4592,10227
4593,14267
4594,14267
4595,11742
4596,11716
4597,11716
4598,10227
4599,8739
4600,10227
4601,10227
4602,8697
4603,8697
4604,8697
4605,8697
4606,8650
4607,8650
4608,7400
4609,9900
4610,8739
4611,10227
4612,10227
4613,8739
4614,10227
4615,8739
4616,8697
4617,9877
4618,8697
4619,8697
4620,9900
4621,8395
4622,9645
4623,8650
4624,10227
4625,8739
4626,8739
4627,8739
4628,10227
4629,10227
4630,8697
4631,8697
4632,8697
4633,8697
4634,9900
4635,7400
4636,8650
4637,8650
4638,8739
4639,10227
4640,8739
4641,10227
4642,8739
4643,10227
4644,8697
4645,8697
4646,8697
4647,8697
4648,9900
4649,8650
4650,7400
4651,8650
4652,8739
4653,10227
4654,10227
4655,8739
4656,10227
4657,8739
4658,9877
4659,11742
4660,9877
4661,10160
4662,11410
4663,11716
4664,8739
4665,10227
4666,10227
4667,10227
4668,11716
4669,8697
4670,8697
4671,8697
4672,8697
4673,7400
4674,8650
4675,8650
4676,9900
4677,10227
4678,8739
4679,8739
4680,10227
4681,8739
4682,10227
4683,9877
4684,8697
4685,8697
4686,9877
4687,11716
4688,10227
4689,10227
4690,11716
4691,10227
4692,8739
4693,9877
4694,9877
4695,13097
4696,11716
4697,10227
4698,10227
4699,11716
4700,8739
4701,10227
4702,14267
4703,10721
4704,12425
4705,13675
4706,11716
4707,10227
4708,10227
4709,10227
4710,8739
4711,11716
4712,9877
4713,9877
4714,9877
4715,9877
4716,8739
4717,10227
4718,10227
4719,11716
4720,10227
4721,11716
4722,13097
4723,8697
4724,13097
4725,13097
4726,7400
4727,9900
4728,8650
4729,8650
4730,10227
4731,8739
4732,10227
4733,8739
4734,8739
4735,10227
4736,8697
4737,8697
4738,8697
4739,8697
4740,7900
4741,9150
4742,9150
4743,10400
4744,8739
4745,8739
4746,10227
4747,8739
4748,10227
4749,10227
4750,32545
4751,32545
4752,8697
4753,8697
4754,8697
4755,8697
4756,10227
4757,10227
4758,8739
4759,8739
4760,10227
4761,8739
4762,8650
4763,9900
4764,8650
4765,7400
4766,8697
4767,8697
4768,8697
4769,8697
4770,10227
4771,8739
4772,10227
4773,8739
4774,8739
4775,10227
4776,7400
4777,8650
4778,9150
4779,10400
4780,8697
4781,8697
4782,8697
4783,8697
4784,7400
4785,8650
4786,8650
4787,9900
4788,8739
4789,10227
4790,8739
4791,10227
4792,8739
4793,10227
4794,8697
4795,8697
4796,8697
4797,8697
4798,8739
4799,10227
4800,10227
4801,8739
4802,8739
4803,10227
4804,7900
4805,9150
4806,9150
4807,10400
4808,11742
4809,9877
4810,9877
4811,11410
4812,10160
4813,10227
4814,11716
4815,10227
4816,11716
4817,8739
4818,10227
4819,9877
4820,9877
4821,9877
4822,8697
4823,8739
4824,10227
4825,10227
4826,11716
4827,10227
4828,11716
4829,14267
4830,11742
