Unnamed: 0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10
1062,2021-06-12 03:30:56.655146+00:00,x,y,2021-09-03 10:00:00+00:00,2021-09-03 12:00:00+00:00,alpha,TRUE,15,1,a-7
1063,2021-08-10 13:03:22.716063+00:00,x,y,2021-08-20 17:00:00+00:00,2021-08-20 18:59:00+00:00,gamma,TRUE,20,1,c-6
1064,2021-08-11 21:48:22.185980+00:00,x,y,2021-08-13 10:00:00+00:00,2021-08-13 12:00:00+00:00,alpha,TRUE,15,1,a-7
1065,2021-06-05 12:13:51.653831+00:00,x,y,2021-06-16 17:00:00+00:00,2021-06-16 18:59:00+00:00,gamma,TRUE,20,1,c-6
1066,2021-04-22 12:29:54.599526+00:00,x,y,2021-04-26 16:00:00+00:00,2021-04-26 18:00:00+00:00,alpha,TRUE,15,1,a-7
1067,2021-06-22 12:48:14.855549+00:00,x,y,2021-07-02 16:00:00+00:00,2021-07-02 18:00:00+00:00,alpha,TRUE,15,1,a-23
1068,2021-08-09 12:15:17.860558+00:00,x,y,2021-09-08 05:00:00+00:00,2021-09-08 06:55:00+00:00,beta,TRUE,20,0,b-1
1069,2021-07-01 12:00:33.957780+00:00,x,y,2021-07-12 14:00:00+00:00,2021-07-12 16:00:00+00:00,gamma,TRUE,20,2,c-4
1070,2021-06-02 12:50:00.817284+00:00,x,y,2021-06-25 05:00:00+00:00,2021-06-25 07:00:00+00:00,alpha,TRUE,35,1,a-1
1071,2021-08-10 19:50:04.057858+00:00,x,y,2021-08-23 07:00:00+00:00,2021-08-23 09:00:00+00:00,alpha,TRUE,20,1,a-5
1072,2021-06-20 02:06:18.393839+00:00,x,y,2021-06-24 16:00:00+00:00,2021-06-24 18:00:00+00:00,alpha,TRUE,15,1,a-23
1073,2021-06-17 16:17:34.048526+00:00,x,y,2021-06-23 04:00:00+00:00,2021-06-23 06:00:00+00:00,alpha,TRUE,15,1,a-1
1074,2021-08-27 05:55:31.941692+00:00,x,y,2021-09-12 04:00:00+00:00,2021-09-12 06:00:00+00:00,alpha,TRUE,15,1,a-1
1075,2021-08-10 19:28:45.863957+00:00,x,y,2021-08-20 17:00:00+00:00,2021-08-20 18:59:00+00:00,gamma,TRUE,20,2,c-6
1076,2021-06-30 11:02:58.615133+00:00,x,y,2021-09-26 13:00:00+00:00,2021-09-26 15:00:00+00:00,alpha,TRUE,15,1,a-9
1077,2021-01-04 08:51:15.977405+00:00,x,y,2021-01-05 13:00:00+00:00,2021-01-05 15:00:00+00:00,alpha,TRUE,0,0,a-5
1078,2021-07-02 13:13:53.102119+00:00,x,y,2021-07-11 17:00:00+00:00,2021-07-11 18:59:00+00:00,gamma,TRUE,20,2,c-6
1079,2021-01-26 12:39:44.640785+00:00,x,y,2021-01-29 05:00:00+00:00,2021-01-29 06:55:00+00:00,beta,TRUE,20,0,b-1
1080,2021-06-14 18:16:33.340620+00:00,x,y,2021-06-25 17:00:00+00:00,2021-06-25 18:59:00+00:00,gamma,TRUE,20,1,c-6
1081,2021-08-26 16:01:17.268177+00:00,x,y,2021-09-05 17:00:00+00:00,2021-09-05 18:59:00+00:00,gamma,TRUE,20,1,c-6
1082,2021-08-25 08:14:53.819168+00:00,x,y,2021-08-29 17:00:00+00:00,2021-08-29 18:59:00+00:00,gamma,TRUE,20,2,c-6
1083,2021-07-11 10:23:54.866384+00:00,x,y,2021-07-17 14:00:00+00:00,2021-07-17 15:55:00+00:00,beta,TRUE,40,0,b-9
1084,2021-06-03 18:39:19.604530+00:00,x,y,2021-06-11 07:40:00+00:00,2021-06-11 09:40:00+00:00,alpha,TRUE,15,1,a-5
1085,2021-08-30 18:34:28.333379+00:00,x,y,2021-08-31 07:00:00+00:00,2021-08-31 09:00:00+00:00,alpha,TRUE,15,1,a-5
1086,2021-05-30 12:31:03.832891+00:00,x,y,2021-06-06 05:00:00+00:00,2021-06-06 07:00:00+00:00,gamma,TRUE,20,1,c-2
1087,2021-07-10 04:46:52.682490+00:00,x,y,2021-07-28 04:00:00+00:00,2021-07-28 06:00:00+00:00,alpha,TRUE,35,1,a-1
1088,2021-05-24 15:16:30.919420+00:00,x,y,2021-05-26 13:00:00+00:00,2021-05-26 15:00:00+00:00,alpha,TRUE,35,1,a-5
1089,2021-04-20 16:43:28.838454+00:00,x,y,2021-05-19 05:00:00+00:00,2021-05-19 07:00:00+00:00,gamma,TRUE,20,1,c-2
1090,2021-02-10 18:33:48.497498+00:00,x,y,2021-02-13 16:00:00+00:00,2021-02-13 18:10:00+00:00,alpha,TRUE,0,0,a-7
1091,2021-08-21 08:30:20.993163+00:00,x,y,2021-09-02 10:00:00+00:00,2021-09-02 12:00:00+00:00,gamma,TRUE,20,2,c-2
1092,2021-04-02 18:54:35.849843+00:00,x,y,2021-06-10 15:30:00+00:00,2021-06-10 17:30:00+00:00,alpha,TRUE,15,1,a-7
1093,2021-06-26 10:06:47.094421+00:00,x,y,2021-07-11 13:00:00+00:00,2021-07-11 15:00:00+00:00,alpha,TRUE,35,1,a-9
1094,2021-08-29 18:21:52.258313+00:00,x,y,2021-09-02 16:00:00+00:00,2021-09-02 18:00:00+00:00,alpha,TRUE,15,1,a-23
1095,2021-07-15 05:12:05.827128+00:00,x,y,2021-07-16 15:00:00+00:00,2021-07-16 16:55:00+00:00,beta,TRUE,40,0,b-319
1096,2021-07-03 20:53:55.607031+00:00,x,y,2021-07-05 16:00:00+00:00,2021-07-05 18:00:00+00:00,alpha,TRUE,15,1,a-23
1097,2021-02-24 22:01:06.440273+00:00,x,y,2021-02-25 17:00:00+00:00,2021-02-25 18:59:00+00:00,gamma,TRUE,20,1,c-6
1098,2021-05-09 18:58:45.782500+00:00,x,y,2021-05-20 17:00:00+00:00,2021-05-20 18:59:00+00:00,gamma,TRUE,20,1,c-6
1099,2021-04-05 11:20:47.273555+00:00,x,y,2021-04-07 15:30:00+00:00,2021-04-07 17:30:00+00:00,alpha,TRUE,35,1,a-7
1100,2021-01-04 09:30:22.541189+00:00,x,y,2021-01-20 11:00:00+00:00,2021-01-20 13:00:00+00:00,gamma,TRUE,32,2,c-4
1101,2021-08-28 22:57:03.639515+00:00,x,y,2021-08-31 14:00:00+00:00,2021-08-31 16:00:00+00:00,gamma,TRUE,20,1,c-4
1102,2021-03-04 11:21:45.271566+00:00,x,y,2021-03-20 05:00:00+00:00,2021-03-20 07:00:00+00:00,gamma,TRUE,20,2,c-2
1103,2021-04-02 08:33:44.939214+00:00,x,y,2021-04-03 05:00:00+00:00,2021-04-03 07:00:00+00:00,gamma,TRUE,20,1,c-2
1104,2021-05-18 08:17:13.837171+00:00,x,y,2021-06-13 10:00:00+00:00,2021-06-13 12:00:00+00:00,alpha,TRUE,15,1,a-9
1105,2021-07-14 01:56:03.786159+00:00,x,y,2021-07-17 04:00:00+00:00,2021-07-17 06:00:00+00:00,alpha,TRUE,15,1,a-1
1106,2021-07-28 14:20:24.319713+00:00,x,y,2021-08-09 07:00:00+00:00,2021-08-09 09:00:00+00:00,alpha,TRUE,15,1,a-5
1107,2021-05-05 18:58:27.811242+00:00,x,y,2021-06-30 14:00:00+00:00,2021-06-30 15:55:00+00:00,beta,TRUE,20,0,b-9
1108,2021-04-09 13:28:23.654808+00:00,x,y,2021-04-18 14:00:00+00:00,2021-04-18 15:55:00+00:00,beta,TRUE,20,0,b-9
1109,2021-01-18 05:40:47.403442+00:00,x,y,2021-01-21 05:15:00+00:00,2021-01-21 07:25:00+00:00,alpha,TRUE,0,0,a-1
1110,2021-07-25 10:59:23.186567+00:00,x,y,2021-08-15 17:00:00+00:00,2021-08-15 18:59:00+00:00,gamma,TRUE,20,2,c-6
1111,2021-06-06 14:51:15.810373+00:00,x,y,2021-06-16 13:00:00+00:00,2021-06-16 15:00:00+00:00,alpha,TRUE,35,1,a-9
1112,2021-08-29 03:58:51.498975+00:00,x,y,2021-09-01 17:00:00+00:00,2021-09-01 18:59:00+00:00,gamma,TRUE,20,1,c-6
1113,2021-01-22 09:35:53.338640+00:00,x,y,2021-02-04 13:30:00+00:00,2021-02-04 15:40:00+00:00,alpha,TRUE,0,0,a-5
1114,2021-07-03 00:00:01.133994+00:00,x,y,2021-07-25 17:00:00+00:00,2021-07-25 18:59:00+00:00,gamma,TRUE,20,2,c-6
1115,2021-07-01 11:07:31.412127+00:00,x,y,2021-07-12 07:00:00+00:00,2021-07-12 09:00:00+00:00,alpha,TRUE,15,1,a-5
1116,2021-02-25 00:07:30.361972+00:00,x,y,2021-03-01 08:00:00+00:00,2021-03-01 09:55:00+00:00,beta,TRUE,20,0,b-67
1117,2021-07-18 12:12:43.558779+00:00,x,y,2021-07-19 13:00:00+00:00,2021-07-19 15:00:00+00:00,alpha,TRUE,15,1,a-9
1118,2021-08-18 10:26:02.726409+00:00,x,y,2021-08-27 10:00:00+00:00,2021-08-27 12:00:00+00:00,gamma,TRUE,20,2,c-2
1119,2021-06-10 17:13:13.902526+00:00,x,y,2021-06-12 10:00:00+00:00,2021-06-12 12:00:00+00:00,alpha,TRUE,15,1,a-7
1120,2021-04-19 10:47:03.640197+00:00,x,y,2021-04-24 05:00:00+00:00,2021-04-24 07:00:00+00:00,alpha,TRUE,35,1,a-1
1121,2021-07-09 19:20:17.188808+00:00,x,y,2021-07-24 14:00:00+00:00,2021-07-24 16:00:00+00:00,gamma,TRUE,20,2,c-4
1122,2021-07-29 15:30:53.837260+00:00,x,y,2021-08-12 14:00:00+00:00,2021-08-12 16:00:00+00:00,gamma,TRUE,20,2,c-4
1123,2021-04-25 21:01:42.959003+00:00,x,y,2021-05-14 05:00:00+00:00,2021-05-14 06:55:00+00:00,beta,TRUE,20,0,b-1
1124,2021-07-24 16:51:55.972570+00:00,x,y,2021-07-31 17:00:00+00:00,2021-07-31 18:59:00+00:00,gamma,TRUE,20,1,c-6
1125,2021-02-04 04:32:55.960238+00:00,x,y,2021-02-14 11:00:00+00:00,2021-02-14 13:00:00+00:00,gamma,TRUE,32,1,c-4
1126,2021-02-23 08:43:42.664307+00:00,x,y,2021-03-13 05:00:00+00:00,2021-03-13 07:00:00+00:00,gamma,TRUE,20,2,c-2
1127,2021-07-16 16:22:42.389019+00:00,x,y,2021-07-25 16:00:00+00:00,2021-07-25 18:00:00+00:00,alpha,TRUE,35,1,a-23
1128,2021-06-13 08:32:12.744163+00:00,x,y,2021-08-12 13:00:00+00:00,2021-08-12 15:00:00+00:00,alpha,TRUE,15,1,a-9
1129,2021-08-30 09:18:27.354527+00:00,x,y,2021-09-20 05:30:00+00:00,2021-09-20 07:30:00+00:00,gamma,TRUE,20,2,c-2
1130,2021-07-06 05:05:21.597264+00:00,x,y,2021-07-17 05:00:00+00:00,2021-07-17 06:55:00+00:00,beta,TRUE,40,0,b-1
1131,2021-06-22 06:08:59.087512+00:00,x,y,2021-08-06 17:00:00+00:00,2021-08-06 18:59:00+00:00,gamma,TRUE,20,2,c-6
1132,2021-03-29 12:55:28.957368+00:00,x,y,2021-04-03 05:00:00+00:00,2021-04-03 07:00:00+00:00,alpha,TRUE,35,1,a-1
1133,2021-05-20 18:24:49.773842+00:00,x,y,2021-07-02 13:00:00+00:00,2021-07-02 15:00:00+00:00,alpha,TRUE,35,1,a-5
1134,2021-08-15 08:47:36.810406+00:00,x,y,2021-08-23 10:30:00+00:00,2021-08-23 12:25:00+00:00,beta,TRUE,40,0,b-69
1135,2021-06-30 15:53:18.099099+00:00,x,y,2021-08-03 14:00:00+00:00,2021-08-03 16:00:00+00:00,gamma,TRUE,20,2,c-4
1136,2021-08-09 12:54:37.765588+00:00,x,y,2021-08-16 04:00:00+00:00,2021-08-16 06:00:00+00:00,alpha,TRUE,15,1,a-1
1137,2021-07-04 22:07:08.165191+00:00,x,y,2021-08-07 10:00:00+00:00,2021-08-07 12:00:00+00:00,alpha,TRUE,35,1,a-7
1138,2021-03-05 08:46:07.440237+00:00,x,y,2021-08-22 13:30:00+00:00,2021-08-22 15:30:00+00:00,alpha,TRUE,35,1,a-5
1139,2021-07-16 03:19:14.155001+00:00,x,y,2021-07-17 07:00:00+00:00,2021-07-17 09:00:00+00:00,alpha,TRUE,35,1,a-5
1140,2021-07-23 05:11:37.605721+00:00,x,y,2021-07-26 10:05:00+00:00,2021-07-26 12:00:00+00:00,alpha,TRUE,35,1,a-7
1141,2021-06-11 12:26:21.989367+00:00,x,y,2021-07-29 16:00:00+00:00,2021-07-29 18:00:00+00:00,alpha,TRUE,35,1,a-23
1142,2021-02-17 07:12:31.278686+00:00,x,y,2021-03-01 13:30:00+00:00,2021-03-01 15:40:00+00:00,alpha,TRUE,35,1,a-5
1143,2021-07-26 20:22:45.047800+00:00,x,y,2021-07-30 10:30:00+00:00,2021-07-30 12:30:00+00:00,alpha,TRUE,15,1,a-5
1144,2021-06-17 07:15:26.091515+00:00,x,y,2021-08-20 13:00:00+00:00,2021-08-20 15:00:00+00:00,alpha,TRUE,15,1,a-9
1145,2021-04-24 10:01:21.410390+00:00,x,y,2021-05-08 05:00:00+00:00,2021-05-08 07:00:00+00:00,alpha,TRUE,15,1,a-1
1146,2021-01-12 12:05:46.061926+00:00,x,y,2021-01-13 13:00:00+00:00,2021-01-13 15:00:00+00:00,alpha,TRUE,0,0,a-5
1147,2021-01-09 14:58:51.497492+00:00,x,y,2021-01-13 05:00:00+00:00,2021-01-13 07:00:00+00:00,gamma,TRUE,0,0,c-2
1148,2021-05-12 08:37:24.089612+00:00,x,y,2021-05-23 10:00:00+00:00,2021-05-23 12:00:00+00:00,alpha,TRUE,35,1,a-9
1149,2021-03-14 13:10:28.018235+00:00,x,y,2021-03-21 11:00:00+00:00,2021-03-21 13:00:00+00:00,gamma,TRUE,20,1,c-4
1150,2021-08-07 13:41:53.714187+00:00,x,y,2021-08-22 16:00:00+00:00,2021-08-22 18:00:00+00:00,alpha,TRUE,15,1,a-23
1151,2021-06-03 17:18:03.009250+00:00,x,y,2021-06-09 07:00:00+00:00,2021-06-09 09:00:00+00:00,alpha,TRUE,35,1,a-5
1152,2021-06-02 23:05:01.177517+00:00,x,y,2021-06-05 16:00:00+00:00,2021-06-05 18:00:00+00:00,alpha,TRUE,15,1,a-23
1153,2021-06-24 19:09:28.050458+00:00,x,y,2021-06-27 04:00:00+00:00,2021-06-27 06:00:00+00:00,alpha,TRUE,35,1,a-1
1154,2021-04-17 00:23:10.437163+00:00,x,y,2021-04-29 11:00:00+00:00,2021-04-29 13:00:00+00:00,gamma,TRUE,20,1,c-4
1155,2021-07-07 10:39:51.452392+00:00,x,y,2021-07-24 05:00:00+00:00,2021-07-24 06:55:00+00:00,beta,TRUE,40,0,b-1
1156,2021-07-17 15:08:23.661549+00:00,x,y,2021-07-18 13:00:00+00:00,2021-07-18 15:00:00+00:00,alpha,TRUE,35,1,a-9
1157,2021-08-18 18:13:52.687687+00:00,x,y,2021-08-19 17:00:00+00:00,2021-08-19 18:59:00+00:00,gamma,TRUE,20,2,c-6
1158,2021-02-05 18:09:17.247635+00:00,x,y,2021-04-08 14:00:00+00:00,2021-04-08 15:55:00+00:00,beta,TRUE,35,0,b-9
1159,2021-01-27 20:14:35.205954+00:00,x,y,2021-02-02 05:15:00+00:00,2021-02-02 07:25:00+00:00,alpha,TRUE,0,0,a-1
1160,2021-01-25 08:37:24.348788+00:00,x,y,2021-02-18 14:00:00+00:00,2021-02-18 15:55:00+00:00,beta,TRUE,20,0,b-9
1161,2021-03-09 11:49:18.093820+00:00,x,y,2021-03-26 13:30:00+00:00,2021-03-26 15:30:00+00:00,alpha,TRUE,35,1,a-5
1162,2021-07-03 11:13:41.527981+00:00,x,y,2021-07-13 16:00:00+00:00,2021-07-13 18:00:00+00:00,alpha,TRUE,15,1,a-23
1163,2021-04-09 10:32:22.544854+00:00,x,y,2021-04-12 05:00:00+00:00,2021-04-12 07:00:00+00:00,gamma,TRUE,20,1,c-2
1164,2021-07-16 12:21:47.878865+00:00,x,y,2021-07-20 17:00:00+00:00,2021-07-20 18:59:00+00:00,gamma,TRUE,20,1,c-6
1165,2021-04-02 10:52:20.211843+00:00,x,y,2021-04-06 13:30:00+00:00,2021-04-06 15:30:00+00:00,alpha,TRUE,35,1,a-5
1166,2021-06-07 08:29:29.594117+00:00,x,y,2021-06-08 13:00:00+00:00,2021-06-08 15:00:00+00:00,alpha,TRUE,15,1,a-9
1167,2021-03-18 21:06:10.627933+00:00,x,y,2021-04-08 13:30:00+00:00,2021-04-08 15:30:00+00:00,alpha,TRUE,15,1,a-5
1168,2021-07-27 05:47:03.822243+00:00,x,y,2021-07-30 17:00:00+00:00,2021-07-30 18:59:00+00:00,gamma,TRUE,20,1,c-6
1169,2021-04-18 21:31:03.367730+00:00,x,y,2021-04-23 13:30:00+00:00,2021-04-23 15:30:00+00:00,alpha,TRUE,35,1,a-5
1170,2021-08-14 04:08:12.166174+00:00,x,y,2021-08-24 10:00:00+00:00,2021-08-24 12:00:00+00:00,gamma,TRUE,20,2,c-2
1171,2021-07-11 06:52:48.805018+00:00,x,y,2021-07-21 05:00:00+00:00,2021-07-21 06:55:00+00:00,beta,TRUE,20,0,b-1
1172,2021-03-09 15:26:19.229929+00:00,x,y,2021-04-04 11:00:00+00:00,2021-04-04 13:00:00+00:00,gamma,TRUE,20,1,c-4
1173,2021-06-26 23:31:45.985297+00:00,x,y,2021-06-29 10:00:00+00:00,2021-06-29 12:00:00+00:00,alpha,TRUE,35,1,a-7
1174,2021-05-03 21:35:33.907332+00:00,x,y,2021-05-17 11:00:00+00:00,2021-05-17 13:00:00+00:00,gamma,TRUE,20,1,c-4
1175,2021-08-11 13:03:57.881620+00:00,x,y,2021-08-13 07:15:00+00:00,2021-08-13 09:15:00+00:00,alpha,TRUE,20,1,a-5
1176,2021-05-25 03:52:44.713019+00:00,x,y,2021-05-27 17:00:00+00:00,2021-05-27 18:59:00+00:00,gamma,TRUE,20,2,c-6
1177,2021-07-08 11:24:19.782911+00:00,x,y,2021-07-29 07:00:00+00:00,2021-07-29 09:00:00+00:00,alpha,TRUE,35,1,a-5
1178,2021-08-22 09:26:26.864596+00:00,x,y,2021-08-25 07:00:00+00:00,2021-08-25 09:00:00+00:00,alpha,TRUE,20,1,a-5
1179,2021-07-30 07:19:36.226688+00:00,x,y,2021-08-10 14:00:00+00:00,2021-08-10 15:55:00+00:00,beta,TRUE,20,0,b-9
1180,2021-04-07 17:02:23.188828+00:00,x,y,2021-04-11 11:00:00+00:00,2021-04-11 13:00:00+00:00,gamma,TRUE,20,1,c-4
1181,2021-06-05 15:12:10.056179+00:00,x,y,2021-06-10 14:00:00+00:00,2021-06-10 15:55:00+00:00,beta,TRUE,20,0,b-9
1182,2021-06-20 00:12:13.129927+00:00,x,y,2021-06-22 14:00:00+00:00,2021-06-22 16:00:00+00:00,gamma,TRUE,20,2,c-4
1183,2021-08-21 11:05:17.363581+00:00,x,y,2021-08-25 04:00:00+00:00,2021-08-25 06:00:00+00:00,alpha,TRUE,15,1,a-1
1184,2021-08-01 12:04:36.704388+00:00,x,y,2021-08-22 13:00:00+00:00,2021-08-22 15:00:00+00:00,alpha,TRUE,15,1,a-9
1185,2021-04-24 18:26:29.159694+00:00,x,y,2021-05-06 13:30:00+00:00,2021-05-06 15:30:00+00:00,alpha,TRUE,15,1,a-5
1186,2021-07-01 15:29:07.743974+00:00,x,y,2021-07-03 04:00:00+00:00,2021-07-03 06:00:00+00:00,alpha,TRUE,15,1,a-1
1187,2021-08-09 08:54:01.890050+00:00,x,y,2021-08-16 04:00:00+00:00,2021-08-16 06:00:00+00:00,alpha,TRUE,20,1,a-1
1188,2021-03-15 14:07:43.855182+00:00,x,y,2021-03-28 05:00:00+00:00,2021-03-28 07:00:00+00:00,gamma,TRUE,20,1,c-2
1189,2021-01-27 13:24:22.355455+00:00,x,y,2021-02-05 11:00:00+00:00,2021-02-05 12:55:00+00:00,beta,TRUE,35,0,b-69
1190,2021-06-26 17:38:48.481125+00:00,x,y,2021-07-10 05:00:00+00:00,2021-07-10 06:55:00+00:00,beta,TRUE,40,0,b-1
1191,2021-03-01 09:22:09.159725+00:00,x,y,2021-03-18 17:00:00+00:00,2021-03-18 18:59:00+00:00,gamma,TRUE,20,2,c-6
1192,2021-07-05 09:05:51.689534+00:00,x,y,2021-07-23 16:00:00+00:00,2021-07-23 18:00:00+00:00,alpha,TRUE,35,1,a-23
1193,2021-08-01 20:03:34.134235+00:00,x,y,2021-09-14 10:00:00+00:00,2021-09-14 12:00:00+00:00,gamma,TRUE,20,2,c-2
1194,2021-07-25 14:31:41.794734+00:00,x,y,2021-07-27 13:00:00+00:00,2021-07-27 15:00:00+00:00,alpha,TRUE,35,1,a-9
1195,2021-06-06 12:51:12.393177+00:00,x,y,2021-06-09 05:00:00+00:00,2021-06-09 06:55:00+00:00,beta,TRUE,20,0,b-1
1196,2021-07-08 08:39:25.089685+00:00,x,y,2021-08-14 11:00:00+00:00,2021-08-14 12:55:00+00:00,beta,TRUE,40,0,b-69
1197,2021-06-19 00:04:30.594214+00:00,x,y,2021-06-28 14:00:00+00:00,2021-06-28 15:55:00+00:00,beta,TRUE,20,0,b-9
1198,2021-05-23 11:57:15.771717+00:00,x,y,2021-05-30 16:00:00+00:00,2021-05-30 18:00:00+00:00,alpha,TRUE,35,1,a-7
1199,2021-05-28 11:25:50.121936+00:00,x,y,2021-06-04 13:00:00+00:00,2021-06-04 15:00:00+00:00,alpha,TRUE,35,1,a-5
1200,2021-04-02 08:25:45.672034+00:00,x,y,2021-04-30 05:00:00+00:00,2021-04-30 07:00:00+00:00,alpha,TRUE,15,1,a-1
1201,2021-06-24 09:34:09.580256+00:00,x,y,2021-08-15 16:00:00+00:00,2021-08-15 18:00:00+00:00,alpha,TRUE,35,1,a-23
1202,2021-05-25 04:26:38.970421+00:00,x,y,2021-06-12 17:00:00+00:00,2021-06-12 18:59:00+00:00,gamma,TRUE,20,1,c-6
1203,2021-07-07 13:05:22.658711+00:00,x,y,2021-07-20 09:45:00+00:00,2021-07-20 11:45:00+00:00,gamma,TRUE,20,2,c-2
1204,2021-08-26 20:30:42.417981+00:00,x,y,2021-09-02 16:00:00+00:00,2021-09-02 17:55:00+00:00,beta,TRUE,20,0,b-19
1205,2021-08-16 17:23:46.371267+00:00,x,y,2021-08-25 10:00:00+00:00,2021-08-25 12:00:00+00:00,gamma,TRUE,20,1,c-2
1206,2021-05-10 08:21:25.315783+00:00,x,y,2021-05-31 05:00:00+00:00,2021-05-31 07:00:00+00:00,alpha,TRUE,35,1,a-1
1207,2021-07-18 21:37:28.320044+00:00,x,y,2021-07-29 10:00:00+00:00,2021-07-29 12:00:00+00:00,alpha,TRUE,35,1,a-7
1208,2021-06-05 10:36:08.185999+00:00,x,y,2021-06-17 07:00:00+00:00,2021-06-17 09:00:00+00:00,alpha,TRUE,15,1,a-5
1209,2021-08-13 12:56:37.320100+00:00,x,y,2021-08-26 13:00:00+00:00,2021-08-26 15:00:00+00:00,alpha,TRUE,15,1,a-9
1210,2021-07-11 10:46:48.997694+00:00,x,y,2021-07-31 17:00:00+00:00,2021-07-31 18:59:00+00:00,gamma,TRUE,20,1,c-6
1211,2021-05-16 11:26:14.415289+00:00,x,y,2021-05-23 05:00:00+00:00,2021-05-23 06:55:00+00:00,beta,TRUE,20,0,b-1
1212,2021-03-23 16:54:38.612720+00:00,x,y,2021-03-31 05:00:00+00:00,2021-03-31 07:00:00+00:00,alpha,TRUE,35,1,a-1
1213,2021-07-29 08:24:03.933928+00:00,x,y,2021-09-18 14:00:00+00:00,2021-09-18 16:00:00+00:00,gamma,TRUE,20,1,c-4
1214,2021-08-11 08:59:44.697558+00:00,x,y,2021-08-13 13:15:00+00:00,2021-08-13 15:15:00+00:00,alpha,TRUE,20,1,a-9
1215,2021-04-22 23:41:40.139076+00:00,x,y,2021-04-24 11:00:00+00:00,2021-04-24 13:00:00+00:00,gamma,TRUE,20,2,c-4
1216,2021-06-14 19:38:26.739215+00:00,x,y,2021-06-26 10:00:00+00:00,2021-06-26 12:00:00+00:00,alpha,TRUE,35,1,a-7
1217,2021-03-24 15:14:06.050744+00:00,x,y,2021-03-29 05:00:00+00:00,2021-03-29 07:00:00+00:00,gamma,TRUE,20,1,c-2
1218,2021-06-21 09:21:42.865390+00:00,x,y,2021-08-23 14:00:00+00:00,2021-08-23 16:00:00+00:00,gamma,TRUE,20,2,c-4
1219,2021-06-22 12:01:42.339462+00:00,x,y,2021-08-14 17:00:00+00:00,2021-08-14 18:59:00+00:00,gamma,TRUE,20,1,c-6
1220,2021-07-13 08:01:30.632716+00:00,x,y,2021-08-05 17:00:00+00:00,2021-08-05 18:59:00+00:00,gamma,TRUE,20,1,c-6
1221,2021-08-09 13:48:56.941214+00:00,x,y,2021-08-16 07:00:00+00:00,2021-08-16 09:00:00+00:00,alpha,TRUE,20,1,a-5
1222,2021-08-22 16:55:18.313308+00:00,x,y,2021-10-31 10:00:00+00:00,2021-10-31 12:00:00+00:00,alpha,TRUE,15,1,a-7
1223,2021-03-23 22:42:59.762186+00:00,x,y,2021-03-27 13:30:00+00:00,2021-03-27 15:30:00+00:00,alpha,TRUE,35,1,a-5
1224,2021-05-20 16:32:56.061782+00:00,x,y,2021-05-21 05:00:00+00:00,2021-05-21 07:00:00+00:00,alpha,TRUE,35,1,a-1
1225,2021-08-06 18:37:38.787457+00:00,x,y,2021-08-29 11:00:00+00:00,2021-08-29 12:55:00+00:00,beta,TRUE,20,0,b-69
1226,2021-08-15 13:24:40.124910+00:00,x,y,2021-10-23 04:00:00+00:00,2021-10-23 06:00:00+00:00,alpha,TRUE,15,1,a-1
1227,2021-08-11 10:35:17.314605+00:00,x,y,2021-08-19 17:00:00+00:00,2021-08-19 18:59:00+00:00,gamma,TRUE,20,2,c-6
1228,2021-02-09 10:25:53.429124+00:00,x,y,2021-02-11 05:00:00+00:00,2021-02-11 07:00:00+00:00,gamma,TRUE,0,0,c-2
1229,2021-07-24 10:52:06.275436+00:00,x,y,2021-08-06 14:00:00+00:00,2021-08-06 15:55:00+00:00,beta,TRUE,40,0,b-9
1230,2021-04-19 14:16:29.578486+00:00,x,y,2021-05-11 05:00:00+00:00,2021-05-11 07:00:00+00:00,alpha,TRUE,15,1,a-1
1231,2021-02-09 14:06:05.802880+00:00,x,y,2021-02-17 05:00:00+00:00,2021-02-17 06:55:00+00:00,beta,TRUE,35,0,b-1
1232,2021-03-01 07:26:51.503234+00:00,x,y,2021-03-10 05:00:00+00:00,2021-03-10 06:55:00+00:00,beta,TRUE,40,0,b-1
1233,2021-01-28 08:48:39.342389+00:00,x,y,2021-02-22 05:00:00+00:00,2021-02-22 07:00:00+00:00,gamma,TRUE,32,1,c-2
1234,2021-06-17 07:16:09.076199+00:00,x,y,2021-07-05 13:00:00+00:00,2021-07-05 15:00:00+00:00,alpha,TRUE,35,1,a-9
1235,2021-04-24 10:03:02.000543+00:00,x,y,2021-04-26 11:00:00+00:00,2021-04-26 13:00:00+00:00,gamma,TRUE,20,1,c-4
1236,2021-07-28 15:29:37.247282+00:00,x,y,2021-08-08 17:00:00+00:00,2021-08-08 18:59:00+00:00,gamma,TRUE,20,2,c-6
1237,2021-08-16 13:58:23.641606+00:00,x,y,2021-08-27 17:05:00+00:00,2021-08-27 19:05:00+00:00,omega,TRUE,20,1,d-5
1238,2021-05-02 01:46:01.666807+00:00,x,y,2021-06-14 05:00:00+00:00,2021-06-14 07:00:00+00:00,gamma,TRUE,20,1,c-2
1239,2021-08-20 10:50:56.134561+00:00,x,y,2021-09-19 11:00:00+00:00,2021-09-19 12:55:00+00:00,beta,TRUE,20,0,b-69
1240,2021-07-30 16:12:11.822439+00:00,x,y,2021-08-09 14:00:00+00:00,2021-08-09 16:00:00+00:00,gamma,TRUE,20,1,c-4
